Customer_Age,Customer_Tenure,Order_Value,Items,Payment_Method,Shipping_Distance,Previous_Orders,Failed_Payments,Account_Age,Discount_Used,Express_Shipping,Device_Type,Is_Fraud
23,11,2388,8,3,253,9,1,68,1,0,1,0
46,10,39713,8,1,563,20,2,18,1,0,1,0
36,1,40531,8,2,1067,3,0,92,0,1,2,0
50,4,29111,7,1,1535,21,1,106,0,0,2,0
18,3,17227,2,0,537,70,3,6,1,1,2,0
62,5,17978,1,3,2946,61,0,107,1,0,2,1
20,12,7044,6,1,2318,11,4,106,1,1,2,1
59,9,12402,8,2,2664,10,4,65,1,1,1,1
38,12,43048,1,3,936,21,1,80,0,1,2,0
52,13,307,3,3,2343,28,3,37,0,0,1,0
58,8,1183,1,3,1689,60,1,73,0,1,1,0
57,12,3411,9,0,1499,60,3,63,1,0,0,0
20,9,23235,7,2,1840,26,5,81,0,0,2,0
42,13,41456,8,2,883,46,1,100,0,0,2,0
62,5,31319,9,3,2520,83,2,98,1,0,1,1
55,8,16692,3,1,817,13,2,59,0,1,1,0
62,4,46312,2,3,2093,6,2,95,0,1,0,0
37,5,24032,6,2,2847,14,1,34,1,1,0,1
69,12,19140,5,0,880,45,0,37,0,1,1,0
61,3,5950,4,0,678,27,4,34,0,0,1,0
62,5,31816,6,3,2255,42,0,45,1,1,1,1
51,12,12819,6,0,1132,9,4,101,1,1,0,0
38,3,21877,3,0,1528,50,3,1,0,0,2,0
65,5,49385,2,1,2984,2,2,53,1,0,0,1
40,11,17122,9,0,2490,75,2,62,1,0,0,1
23,14,34096,8,1,2315,76,4,15,0,0,0,1
68,5,28045,4,3,2447,43,2,95,0,0,1,0
30,6,28888,6,2,1889,53,0,51,0,1,0,0
66,9,4119,3,2,1721,33,1,14,1,0,2,0
40,1,9582,8,1,1904,64,2,108,0,1,0,0
26,12,46973,3,2,224,88,5,98,1,0,2,1
34,10,18680,2,3,665,82,2,59,1,1,2,0
19,14,9995,7,2,935,24,5,52,1,0,1,0
36,6,14235,3,0,1313,62,3,1,1,1,1,0
36,1,49113,9,3,1309,69,1,99,0,1,1,0
24,6,10487,3,3,1210,44,4,75,0,0,2,0
59,2,29236,8,2,226,67,1,17,1,0,1,0
59,8,17459,2,2,200,25,1,56,1,1,2,0
37,11,47772,9,1,504,25,4,5,1,0,1,1
26,3,6221,1,0,11,25,1,17,1,0,1,0
34,10,33896,3,2,2957,77,3,18,1,1,2,1
44,14,17009,2,2,2885,61,5,89,0,1,1,0
64,6,2427,7,1,979,95,0,55,0,0,0,0
19,6,19030,5,2,2325,91,1,99,1,1,0,1
53,4,35351,8,0,2977,60,0,47,0,1,0,0
36,5,35602,2,0,2838,1,3,80,1,0,0,1
34,2,31647,8,3,1598,40,3,111,0,0,2,1
22,10,31788,7,3,5,44,1,49,0,0,1,0
56,10,42598,5,0,2569,84,2,114,1,0,0,1
35,8,42970,2,1,280,13,1,23,0,0,2,0
24,10,7404,7,3,1262,36,0,104,0,0,2,0
34,7,4149,4,0,2365,1,3,21,1,0,1,1
56,10,15047,4,0,127,4,0,29,0,0,0,0
53,6,9595,8,3,304,1,0,60,1,0,0,0
57,7,24807,6,0,2797,0,4,46,1,1,2,1
62,12,33260,9,0,731,47,3,100,1,1,2,1
21,1,44644,2,0,490,21,3,10,0,1,0,1
55,14,43735,5,0,437,40,0,84,1,0,1,0
42,14,30806,6,3,1685,24,5,53,1,1,2,1
22,5,35334,8,1,1062,45,3,7,1,1,2,1
47,7,34093,4,0,483,93,5,30,1,0,1,1
29,1,15087,7,2,315,8,5,93,1,0,1,0
21,2,19189,7,1,1508,60,1,55,0,1,2,0
41,9,561,4,2,939,46,4,116,1,0,2,0
46,12,10093,1,2,17,73,1,65,1,0,0,0
26,3,11565,3,0,2988,78,2,21,0,1,2,0
21,6,16635,2,3,980,2,2,7,0,0,2,0
68,7,32740,3,2,447,7,5,44,1,1,2,1
41,9,10561,5,2,279,24,0,68,1,1,0,0
31,5,12466,1,2,452,35,5,103,0,0,1,0
22,4,29995,5,0,2714,42,2,15,1,0,1,1
35,11,1885,2,0,606,49,1,98,0,1,1,0
59,12,6342,4,3,1711,62,2,2,0,1,2,0
36,2,24629,6,0,2077,84,0,101,1,0,2,1
29,3,47180,9,1,1034,33,3,3,0,1,1,1
35,5,6456,6,3,1812,90,4,48,1,0,0,0
34,11,23329,2,0,2008,72,0,68,0,1,2,0
47,13,19944,8,0,2850,9,0,47,1,0,0,1
41,2,18320,5,2,101,26,0,113,0,1,0,0
28,13,42457,9,0,2701,88,1,43,0,0,2,0
52,4,25751,9,2,2135,12,3,100,0,0,1,0
40,1,31786,4,0,470,50,0,27,0,0,0,0
34,4,22227,1,0,1325,67,3,4,0,1,1,0
18,7,22762,9,0,2688,15,5,36,0,0,2,0
32,14,34361,9,0,1625,11,0,83,0,1,0,0
49,12,25460,8,0,1236,24,1,98,0,1,2,0
26,3,38031,5,3,119,48,0,80,0,0,2,0
32,10,42480,5,0,1884,15,5,52,0,0,0,1
45,8,14397,6,0,2005,1,2,45,0,1,0,0
41,6,38572,1,2,788,72,1,104,0,1,1,0
52,6,22888,9,1,2425,76,0,51,1,1,0,1
39,14,39556,5,1,2476,77,0,86,1,1,2,1
44,1,27111,7,3,2768,75,0,32,0,0,1,0
36,5,48703,8,0,2362,34,2,2,0,1,2,0
62,3,28157,5,1,1428,21,2,17,1,0,1,0
29,10,18547,3,2,243,84,0,23,0,0,2,0
37,1,18504,6,2,985,47,2,44,0,1,1,0
18,8,21241,7,3,1369,63,0,46,0,1,0,0
38,7,22407,4,2,627,66,2,12,1,1,2,0
66,7,10441,9,1,1448,21,3,54,0,1,2,0
62,12,40221,4,1,16,72,5,13,1,1,1,1
18,10,9242,2,1,516,46,0,74,0,1,0,0
27,14,48134,9,0,2314,39,5,68,1,0,0,1
64,10,41084,4,2,2608,52,0,71,1,0,1,1
49,10,16032,4,2,2783,2,4,118,0,1,0,0
56,4,12117,1,0,2764,94,4,66,1,1,0,1
39,13,33437,2,1,2068,5,1,15,1,1,1,1
35,11,37980,3,2,1824,13,3,100,0,1,2,1
65,6,1455,7,1,828,82,3,62,1,1,1,0
63,13,40924,9,0,11,57,1,73,0,0,1,0
49,9,16186,5,1,1044,81,4,24,0,0,1,0
44,14,21615,4,3,279,6,1,70,1,0,0,0
45,3,14320,2,0,2943,99,4,61,1,1,2,1
35,9,47366,7,1,333,28,0,113,1,1,0,0
56,4,33702,6,0,1571,2,5,71,1,1,0,1
66,5,11408,7,2,1425,12,1,80,0,0,0,0
46,7,1069,8,3,2826,35,2,81,0,1,2,0
35,6,33460,9,0,2792,88,5,94,0,1,1,1
61,10,354,5,1,2086,91,4,72,1,0,1,1
25,8,10406,5,2,974,37,0,3,1,1,2,0
48,8,27641,4,1,1107,74,2,89,1,0,1,0
51,8,2761,3,1,32,59,2,29,1,0,2,0
24,3,15409,7,0,2040,72,3,21,0,1,0,0
53,14,41662,5,0,737,21,4,54,1,1,1,1
35,10,18323,7,1,1849,20,0,116,0,1,2,0
55,6,6005,2,0,2667,82,4,6,0,0,2,0
26,7,2531,9,1,910,32,0,87,1,0,2,0
26,9,7856,9,0,45,3,5,114,1,0,2,0
63,10,5453,9,3,2678,96,4,11,0,1,1,0
25,10,1837,5,0,294,79,5,70,1,0,0,0
68,14,16968,9,1,1572,43,2,27,1,1,1,0
52,12,32576,1,2,2392,0,3,91,1,0,1,1
35,4,24425,2,0,2940,61,5,77,1,0,2,1
22,5,12426,5,3,2471,78,1,60,0,0,0,0
31,8,24686,5,3,167,21,4,73,1,1,2,0
45,1,13011,6,3,269,95,2,72,0,1,1,0
47,12,29180,8,3,2978,58,1,109,0,0,0,0
21,6,22735,1,1,1148,36,5,27,1,1,1,0
56,4,5313,9,3,1082,22,1,32,1,1,0,0
37,5,39095,4,2,880,32,1,93,1,1,0,0
42,11,28040,8,0,59,21,5,110,1,0,2,0
45,5,44147,5,3,2498,63,2,33,1,0,2,1
29,2,48704,1,0,217,61,5,5,0,1,2,1
19,8,23465,9,1,1605,53,0,102,1,0,1,0
60,2,8896,8,0,244,57,1,9,0,1,0,0
31,4,49219,5,1,2151,11,3,116,1,0,2,1
39,12,17452,4,1,517,17,0,13,0,1,2,0
48,13,16920,8,0,2312,95,2,97,0,1,2,0
40,5,11066,9,3,2289,66,1,94,0,0,2,0
65,14,46835,7,2,1870,59,2,118,0,1,0,0
37,1,1909,4,0,861,99,2,89,0,1,0,0
55,6,39414,7,2,734,0,1,6,1,1,1,0
21,2,40975,6,0,1855,88,2,103,1,1,2,0
32,14,5605,3,2,1253,19,3,74,1,1,0,0
41,5,30749,3,0,1476,16,3,36,1,1,0,1
42,6,5357,1,2,2979,48,4,50,0,0,1,0
18,11,15151,5,2,2503,21,1,61,0,0,2,0
24,8,5009,8,0,986,32,1,48,1,0,1,0
48,9,27445,6,0,544,25,1,83,1,1,2,0
29,13,14966,8,1,2913,26,4,11,1,0,0,1
59,12,42889,7,2,2422,59,5,17,1,1,0,1
22,6,24968,2,0,374,33,3,2,0,1,2,0
61,5,48226,8,3,2688,86,3,7,1,1,2,1
67,12,28627,4,3,112,79,1,105,0,0,0,0
59,4,561,5,1,2541,77,2,57,1,1,0,1
55,2,28560,8,3,294,51,0,31,1,0,0,0
29,2,48600,5,0,2470,54,0,59,0,1,1,0
56,7,3333,5,2,2197,60,1,95,0,0,1,0
35,5,12228,6,0,2199,49,1,46,1,1,1,1
19,7,5302,7,3,1198,62,3,81,0,1,1,0
27,13,35807,9,3,168,63,3,79,1,0,2,1
32,11,31358,7,0,70,13,2,7,0,1,2,0
47,1,48065,6,1,1861,89,3,94,0,0,0,1
61,1,31338,4,0,2474,50,0,103,0,0,2,0
34,5,13822,2,1,1426,26,0,14,0,1,2,0
21,2,45866,9,3,1979,39,3,95,0,0,2,1
24,8,49340,5,2,2573,67,0,9,0,0,1,0
58,14,18147,5,2,1655,8,5,9,0,1,2,0
48,3,3401,3,0,2260,55,0,113,0,1,2,0
68,1,32644,3,1,102,90,0,117,1,0,0,0
56,13,31683,1,3,1813,38,0,2,1,1,1,0
51,2,27613,5,2,1732,14,4,108,1,1,0,0
23,10,15740,3,0,1613,88,1,86,1,1,0,0
67,10,22513,2,0,1362,17,2,16,0,1,1,0
55,7,16905,9,3,333,51,4,2,0,0,1,0
62,6,20233,6,3,2253,60,2,79,1,1,1,1
68,12,48999,3,0,1511,93,4,70,0,1,0,1
51,8,21455,7,0,229,36,4,23,1,0,0,0
61,7,23329,9,0,1123,79,2,118,1,0,1,0
32,14,4533,9,1,1958,52,1,28,1,0,0,0
31,10,33133,1,3,1960,11,3,43,1,0,2,1
23,13,35718,2,0,1435,80,4,63,0,0,0,1
67,8,1478,8,3,954,24,1,17,0,0,1,0
54,3,6603,1,0,1754,78,3,36,1,0,0,0
67,6,40025,3,0,460,24,2,19,0,0,0,0
49,13,42874,7,0,1218,20,4,5,0,1,1,1
20,7,33717,8,3,2603,82,3,23,0,1,2,1
20,10,4914,5,0,890,87,1,108,1,1,1,0
39,11,23863,2,0,2684,6,3,19,1,1,0,1
39,1,10100,3,3,1044,75,2,1,0,0,2,0
27,1,15388,9,0,931,48,3,27,0,0,2,0
68,7,3374,7,2,311,38,0,43,0,0,0,0
20,13,49968,1,2,2890,74,4,25,1,1,1,1
29,11,14327,3,0,1864,96,1,54,1,0,2,0
46,13,17379,9,1,2728,48,5,6,1,0,1,1
65,3,9468,7,3,1582,88,1,100,0,1,0,0
34,3,44813,2,0,1759,33,4,81,0,1,1,1
24,5,42836,6,3,2127,74,4,76,1,0,1,1
30,11,31106,9,1,246,15,0,25,1,1,1,0
19,6,27480,4,1,2831,95,0,74,1,1,2,1
21,2,28068,2,3,472,14,1,119,1,1,0,0
27,3,9751,3,1,322,39,5,46,1,0,2,0
56,6,14003,7,1,141,78,3,103,0,0,2,0
41,3,19027,4,3,2361,6,5,59,1,1,0,1
34,14,7871,7,1,1145,39,4,119,0,0,2,0
69,5,13560,5,2,99,65,0,55,1,1,2,0
23,9,4737,8,0,494,69,0,24,0,0,1,0
36,12,45790,8,2,1168,99,0,75,1,1,2,0
22,3,40934,5,2,2158,91,3,24,1,1,0,1
49,12,3653,7,0,484,21,1,3,0,0,0,0
27,11,34217,6,2,2178,58,5,40,1,1,2,1
26,13,35854,8,0,1424,4,1,20,1,0,2,0
44,13,23680,9,0,840,17,0,87,1,0,1,0
30,6,11622,5,3,506,10,3,69,1,1,2,0
36,11,34990,7,0,2817,7,3,100,1,0,1,1
38,5,28304,1,0,210,19,1,77,1,1,1,0
41,5,13992,8,1,1782,74,4,100,0,0,2,0
55,11,8789,3,1,361,58,0,70,1,0,2,0
21,14,28163,1,2,154,90,3,66,1,1,0,0
41,14,14162,6,0,533,92,4,93,0,1,2,0
52,6,1463,8,0,1571,24,2,69,0,0,0,0
20,6,16791,3,3,2012,57,5,79,0,1,1,0
21,1,2851,1,0,2358,18,0,8,0,0,1,0
54,11,7882,3,3,2522,1,5,98,1,0,2,1
57,9,17748,5,0,2784,57,2,117,0,1,0,0
65,5,12640,8,1,2684,65,1,55,0,1,0,0
52,1,46091,9,1,1776,6,1,37,1,0,0,0
48,8,5439,9,1,1970,50,5,90,0,0,1,0
61,7,27120,4,2,876,94,1,73,1,0,0,0
42,7,27709,8,0,2348,32,5,72,1,1,1,1
57,14,5948,5,1,341,74,3,14,1,0,1,0
30,5,16977,3,3,635,12,3,48,0,0,2,0
21,1,18505,5,1,2602,9,4,89,1,0,2,1
63,9,48729,2,0,1193,58,2,98,0,1,1,0
31,11,46333,6,1,420,37,1,67,0,1,2,0
30,9,21571,1,0,737,19,1,32,0,1,2,0
44,8,3402,6,0,2437,84,3,36,1,0,1,1
23,5,14537,5,1,1209,13,3,111,0,0,1,0
34,14,48030,9,3,1347,87,3,5,0,1,0,1
53,3,14612,7,2,2059,39,0,79,0,0,0,0
57,8,32536,6,0,1709,6,2,92,0,0,2,0
66,1,23611,7,2,608,68,2,18,1,0,2,0
52,3,5122,5,1,2326,5,0,109,0,1,1,0
34,12,43339,1,0,1163,39,1,11,1,1,0,0
58,11,6255,9,0,1924,52,5,74,0,0,0,0
19,7,31580,5,1,231,98,5,4,1,1,1,1
30,14,38122,4,2,1475,8,4,20,1,1,1,1
69,4,25432,6,3,2038,64,4,5,1,1,1,1
19,7,4454,5,1,2186,19,1,63,0,1,0,0
69,12,31947,1,1,997,5,4,54,1,0,1,1
45,11,35384,2,3,2579,95,3,65,0,0,2,1
60,13,48740,4,3,1180,76,2,77,1,0,0,0
43,14,10256,8,3,607,38,5,110,1,0,1,0
39,5,22553,5,3,2840,20,3,86,0,1,2,0
64,6,32789,7,1,1921,36,4,112,1,0,0,1
60,14,23858,2,3,1285,11,4,13,1,1,1,0
20,7,8938,8,2,1333,69,2,79,0,0,2,0
52,13,45602,5,3,2129,14,5,73,1,1,1,1
29,10,43890,4,0,2745,20,3,3,1,0,2,1
41,12,38076,9,0,2261,84,2,2,0,1,0,0
22,7,49446,6,3,2025,91,5,12,0,0,0,1
37,7,13825,4,1,1383,99,4,88,1,0,0,0
56,7,9437,8,1,1703,80,5,82,0,1,1,0
56,11,10801,3,2,206,45,2,56,0,1,0,0
30,13,29911,2,1,1285,70,2,58,0,0,2,0
58,13,43143,7,2,1810,86,4,100,1,0,1,1
62,7,39078,4,2,900,85,2,89,0,1,2,0
29,3,29416,4,2,748,9,3,52,0,0,2,0
30,12,11644,9,3,877,81,4,15,0,1,2,0
27,3,21614,2,1,2630,65,2,1,0,1,1,0
50,7,16427,1,0,2443,75,1,72,1,1,2,1
57,14,46909,7,2,1749,38,3,113,1,0,2,1
33,2,16805,8,0,337,21,3,101,0,0,0,0
62,14,10579,3,2,2847,85,3,71,1,1,1,1
52,2,11423,2,1,1762,41,5,99,0,0,0,0
20,3,13037,4,3,781,85,0,102,1,1,2,0
22,14,23189,2,2,279,5,4,45,1,1,2,0
43,4,1802,2,2,2297,51,0,16,0,1,1,0
28,6,10504,5,0,833,36,2,17,0,1,2,0
24,13,33698,5,3,1732,83,4,102,0,0,1,1
27,8,8480,8,1,1054,5,5,30,0,1,2,0
59,10,22090,9,2,1839,72,3,37,0,0,2,0
69,10,32959,2,1,2960,28,3,18,1,1,0,1
51,7,3977,1,3,939,68,5,100,0,1,2,0
20,4,42971,3,0,1155,50,3,76,0,0,0,1
25,2,18820,6,3,524,76,3,92,1,1,0,0
48,2,7776,5,3,460,26,2,112,0,0,2,0
28,4,31918,8,3,2443,86,1,11,1,0,0,1
62,6,34448,8,3,2461,36,5,60,1,1,1,1
24,3,48655,2,1,2165,45,4,59,0,0,0,1
62,6,42468,9,1,1173,97,1,107,0,1,1,0
19,5,48280,4,0,2157,24,5,119,0,1,0,1
23,5,24230,1,2,2284,36,4,70,1,1,0,1
58,2,33341,2,2,2026,22,5,26,0,0,0,1
49,8,44492,6,3,2874,91,3,80,1,1,2,1
37,5,49521,5,3,1451,25,5,38,0,0,2,1
51,11,26720,7,1,1010,75,0,9,0,1,2,0
67,2,17177,9,2,1541,51,2,82,1,1,2,0
33,7,12763,6,0,1204,2,4,97,1,0,1,0
42,13,17899,6,3,2957,72,3,114,1,1,0,1
29,9,47385,2,1,1873,78,0,83,0,0,2,0
24,9,17719,7,3,396,71,3,73,1,0,0,0
56,1,4067,2,3,2049,27,2,46,0,1,2,0
34,7,27588,7,1,2056,89,0,44,0,0,1,0
62,9,13311,8,2,2192,79,5,42,1,0,0,1
28,6,21269,1,2,1679,33,4,73,0,0,1,0
23,1,30473,9,3,2323,83,5,108,0,1,2,1
40,2,32769,8,2,287,64,4,69,0,1,0,1
44,4,6734,9,1,2538,87,5,23,1,1,2,1
63,14,940,5,2,1666,28,4,115,0,1,2,0
23,4,34329,4,3,633,3,4,106,1,0,1,1
55,2,21418,1,3,1595,67,0,34,1,0,1,0
19,8,15505,9,1,729,61,2,102,0,1,0,0
39,2,47871,4,3,31,37,0,22,0,1,2,0
37,3,36340,4,2,244,66,4,69,0,0,0,1
42,14,15947,4,1,140,1,2,65,0,0,0,0
32,4,23647,2,3,2449,92,1,26,1,0,2,1
66,9,6675,4,1,725,91,1,82,1,0,1,0
46,10,30223,2,1,1565,75,5,55,1,1,0,1
25,1,4943,8,2,164,43,0,90,1,0,0,0
54,8,27551,7,2,104,78,4,15,1,0,0,0
66,12,7839,2,0,63,94,5,66,1,1,2,0
69,14,14952,2,1,2063,31,1,53,0,0,0,0
50,5,49192,2,2,2227,85,1,79,1,1,1,1
39,7,9257,1,3,1547,2,3,11,0,1,1,0
67,8,22506,6,0,2489,16,3,58,1,1,2,1
64,5,47384,6,0,2573,92,5,109,1,0,2,1
22,8,45300,1,3,727,11,5,84,0,0,2,1
56,10,7532,1,2,2359,63,2,111,1,1,2,1
35,11,18937,6,1,738,62,2,42,1,1,1,0
55,8,15248,6,0,1791,77,4,81,0,0,2,0
54,9,11294,4,3,2004,71,1,69,0,0,0,0
47,2,32691,3,3,130,40,0,33,1,0,1,0
68,3,14919,9,3,1976,1,0,115,1,0,2,0
48,1,6725,6,3,1287,52,3,44,0,1,2,0
27,4,7504,1,0,1195,33,2,89,1,0,0,0
32,5,14774,3,1,927,87,4,7,1,0,1,0
59,11,10607,1,2,1981,83,3,98,0,0,1,0
65,1,20487,3,3,1430,73,3,117,1,1,0,0
61,8,18797,2,3,1726,39,4,79,1,0,0,0
35,2,37491,5,1,1820,70,4,52,0,1,2,1
40,1,19647,3,1,1012,64,5,13,0,1,0,0
50,2,23670,7,2,449,54,1,32,1,1,0,0
33,13,39883,8,0,2208,73,4,39,0,0,0,1
55,5,28137,7,1,688,50,4,78,1,1,1,0
52,9,30183,2,0,2896,4,3,63,1,1,1,1
51,9,48129,7,0,1757,55,3,20,0,1,0,1
45,2,40650,3,3,2538,20,0,16,1,0,0,1
19,2,38082,7,0,2328,57,5,30,1,1,1,1
47,3,39806,1,3,2129,72,0,105,1,1,0,1
30,7,3088,2,3,2218,92,0,19,0,0,0,0
58,11,5256,1,2,2428,30,4,86,1,1,1,1
33,3,38380,9,0,860,45,1,101,1,1,0,0
22,1,9888,2,1,2159,26,3,74,1,1,0,1
45,14,14285,2,1,164,69,2,72,1,0,1,0
56,14,18834,6,1,415,30,1,93,0,0,2,0
62,14,10071,7,2,2688,40,5,78,1,1,0,1
37,6,43508,2,3,155,44,2,75,0,0,0,0
41,3,6587,4,3,2242,35,5,30,1,0,0,1
44,1,21097,3,1,1500,1,4,97,0,1,2,0
47,14,46556,5,3,2733,61,5,106,0,1,1,1
62,13,12552,9,3,1836,20,2,34,1,1,1,0
44,4,15472,2,2,2873,33,5,39,1,1,1,1
43,13,44867,5,0,2069,85,5,49,1,1,1,1
24,1,13534,8,0,2871,12,0,101,0,1,0,0
59,1,12516,6,2,1023,18,5,106,1,1,2,0
64,12,19348,4,2,2157,32,3,101,0,0,2,0
55,2,46813,8,3,399,48,1,5,1,1,1,0
22,10,28294,3,2,2978,2,0,105,0,1,1,0
40,8,33885,4,3,2920,37,3,43,1,0,0,1
45,2,37558,9,0,129,82,5,47,1,1,1,1
51,11,8473,5,2,1533,70,0,59,1,1,1,0
32,2,30383,6,3,2328,14,1,69,0,1,1,0
49,11,29515,2,0,2475,37,4,17,1,1,1,1
43,11,26514,9,0,1051,24,2,19,0,1,2,0
65,10,14478,8,1,2953,60,4,46,1,1,1,1
48,10,18436,7,0,344,85,5,117,0,0,1,0
36,8,4800,9,2,1425,86,5,56,0,0,0,0
26,12,14001,5,2,604,49,2,26,1,0,1,0
46,6,24938,5,3,1319,9,2,66,0,0,1,0
68,12,22697,9,2,1591,99,5,14,0,1,0,0
56,11,33528,5,0,2244,49,1,52,1,0,0,1
21,4,40249,9,3,2941,41,1,92,0,1,1,0
20,3,35787,1,0,733,70,4,4,1,1,0,1
46,1,29593,8,1,1837,51,3,3,1,0,0,0
69,11,31952,3,3,156,45,3,79,1,0,1,1
28,3,11032,8,1,2488,88,4,22,0,1,2,0
50,12,23109,5,3,2149,39,2,112,0,1,0,0
55,14,33683,2,2,1949,57,1,106,0,0,1,0
28,9,47378,9,0,748,23,4,50,1,1,0,1
44,5,28094,4,3,500,68,3,64,0,1,2,0
50,13,29965,7,2,1093,84,2,83,1,1,2,0
38,6,12389,8,2,1803,39,3,98,0,1,1,0
56,5,28393,7,2,386,19,2,10,1,1,2,0
48,1,4834,6,1,138,28,3,56,0,1,1,0
55,10,20113,7,2,248,36,5,98,0,0,1,0
63,1,35621,4,3,2151,19,0,16,1,1,0,1
19,4,6605,1,1,1644,17,2,37,0,1,1,0
44,3,44427,5,0,1736,3,2,100,0,0,0,0
53,11,47773,8,2,2558,10,2,113,1,1,0,1
28,8,4785,6,3,1399,63,0,109,1,1,0,0
64,12,49453,5,3,727,85,0,55,0,0,0,0
35,12,18509,2,1,1179,51,3,22,0,0,1,0
18,7,19617,5,0,2135,42,1,32,1,0,2,1
52,11,44633,3,1,880,13,5,44,0,1,1,1
52,7,30575,2,2,1506,44,3,81,0,1,2,1
48,8,37089,3,0,2979,27,2,73,0,0,1,0
45,14,15427,4,0,1233,3,2,52,1,1,0,0
56,10,3771,2,0,1007,15,5,33,0,1,0,0
18,7,5041,4,1,1202,37,3,97,0,0,1,0
42,10,26472,4,3,1014,62,4,2,1,0,2,0
60,2,12566,6,1,2306,22,1,14,1,0,1,1
55,4,18386,5,3,273,76,0,101,1,0,1,0
37,11,45059,7,1,2911,19,1,61,0,0,2,0
20,6,4688,7,3,2896,68,4,97,0,0,0,0
68,3,28180,3,3,2873,82,3,65,1,0,0,1
19,3,24644,9,0,1607,20,3,111,1,1,0,0
35,6,10911,7,3,595,41,2,86,1,1,2,0
61,1,18833,7,2,2448,68,5,30,0,1,0,0
27,14,40796,2,2,2401,13,3,27,1,1,0,1
22,1,48193,3,3,2852,99,4,64,1,0,0,1
26,5,39988,3,3,1325,69,3,33,0,0,2,1
19,1,47142,6,3,2058,4,3,53,0,1,2,1
51,10,30159,4,3,2767,23,4,80,1,0,0,1
55,8,37587,4,0,2155,92,0,10,1,0,1,1
48,2,40949,1,2,771,28,1,27,1,0,1,0
27,6,14650,6,0,1730,1,3,37,1,1,0,0
67,10,49222,8,2,1259,5,1,2,1,1,2,0
29,10,10964,8,3,490,33,1,94,1,1,0,0
53,5,25494,8,2,2723,75,2,110,1,1,0,1
38,10,19161,5,2,475,21,0,43,0,0,1,0
66,12,49799,6,1,581,3,1,83,0,0,1,0
64,12,12724,5,1,2895,5,2,19,1,1,0,1
23,4,25034,4,3,1841,66,4,115,1,1,0,0
65,1,3461,4,0,2508,76,4,99,0,0,2,0
66,14,13807,4,1,1962,62,4,11,1,1,1,0
20,14,2024,4,3,2473,86,5,52,0,1,0,0
27,3,29587,6,0,329,98,5,32,0,1,1,0
22,13,12747,6,1,767,89,4,80,1,1,1,0
63,12,31834,5,2,506,72,4,81,1,0,0,1
43,4,29118,9,1,2676,86,2,29,1,1,1,1
38,2,21727,8,3,1940,67,0,84,0,1,0,0
62,12,21131,6,1,478,33,0,36,1,0,0,0
43,2,39549,9,1,14,71,2,47,1,0,2,0
55,2,2801,5,0,2938,33,2,88,1,0,1,1
61,11,47043,4,0,727,56,5,43,0,0,2,1
43,1,42990,6,2,746,36,3,112,0,0,1,1
25,10,49673,4,3,2228,5,1,52,0,0,2,0
22,2,16819,8,2,2011,70,5,53,0,0,0,0
32,6,9818,7,2,2614,44,5,68,1,0,1,1
33,3,156,5,1,2353,40,4,5,1,0,2,1
18,10,46841,6,2,475,99,5,83,0,0,0,1
33,5,15452,7,0,2947,4,5,48,1,1,0,1
54,1,47920,2,2,524,59,1,115,1,0,1,0
20,8,3247,9,3,2469,66,3,24,0,0,1,0
69,13,3637,7,2,411,16,0,112,0,0,2,0
64,4,22912,8,3,1908,82,4,1,0,1,0,0
48,9,821,5,3,1648,64,5,99,0,0,0,0
30,4,45137,3,2,681,54,5,2,0,0,1,1
33,14,16869,2,2,2664,8,0,10,0,1,0,0
60,2,40294,2,2,2571,3,2,63,0,0,2,0
38,3,46656,3,3,1883,41,1,59,0,0,0,0
19,5,46875,1,0,329,45,0,6,1,1,0,0
44,12,43947,1,1,272,73,3,104,0,0,0,1
55,10,14446,7,2,2062,95,0,102,1,0,2,1
43,13,39983,8,1,175,0,4,84,0,0,1,1
55,13,11011,6,2,2206,86,4,83,0,0,1,0
63,14,359,7,3,622,16,1,48,0,0,0,0
42,6,20972,1,3,1688,93,2,36,0,0,0,0
28,7,8891,1,1,234,90,5,48,0,0,2,0
25,4,7636,9,0,141,78,4,29,0,1,2,0
25,7,20532,5,3,1505,6,3,41,1,1,2,0
50,10,32850,7,1,2167,96,1,88,0,0,0,0
24,3,41815,6,3,382,4,4,73,0,0,1,1
55,7,44637,4,2,2737,51,3,32,1,0,1,1
38,4,19641,1,1,1434,97,5,104,1,0,0,0
25,13,43818,4,1,49,52,0,5,0,1,0,0
68,13,16960,8,2,149,2,5,85,1,0,2,0
38,8,5383,1,1,2205,61,3,17,1,1,1,1
37,9,30843,2,2,2652,31,5,24,0,1,1,1
25,7,42659,8,0,2200,1,1,91,1,1,0,1
63,8,35227,2,2,376,79,4,112,1,0,0,1
48,8,7505,9,0,2730,80,2,82,0,0,0,0
67,2,31281,3,1,596,52,2,86,0,0,2,0
46,9,32305,3,2,2637,11,3,6,1,1,1,1
65,6,24508,6,1,2824,4,3,28,1,0,1,1
26,11,17745,3,0,1493,3,3,106,1,0,0,0
32,4,47225,9,3,1599,55,4,20,1,0,2,1
47,5,6423,8,3,2680,79,2,80,1,0,1,1
43,10,6037,4,3,2310,81,2,19,0,0,0,0
27,5,43898,6,3,842,63,1,8,1,0,0,0
46,7,30531,8,3,1076,44,1,18,1,1,0,0
33,14,17982,4,0,489,59,0,37,1,1,1,0
